Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Namibia,NAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3083.59657884697,3055.40444831936,3145.94566281247,3232.30589658857,3582.89503259701,3627.75059772278,3834.99894666178,3987.61796106565,4036.38187484707,3989.20711387651,4165.12990200988,4302.72451368462,4420.96741373862,4549.26759093897,4701.95694189098,4774.10650865775,4648.62713460213,4476.73324402105,4400.47537705743,4243.09274481966,3787.49943973286,3809.80753359714,3905.55135268164,3977.97779909619,4034.35053463284
Namibia,NAM,"Population, total",SP.POP.TOTL,1818647,1857048,1889970,1917464,1942082,1966582,1991888,2018600,2047056,2077394,2109811,2146325,2194654,2252508,2312139,2374300,2439213,2506853,2577327,2650494,2728762,2810548,2889662,2963095,3030131
Nauru,NRU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6079.96620774489,5690.15963796811,5147.16130887748,5173.61559183102,4949.8909692212,4955.30929946913,5382.10161869099,4199.70508141733,5045.18472364491,4761.56658392323,4748.76539924078,5417.44487923767,6626.18317072945,6735.42128061862,7638.99065218892,7747.25584993607,7925.5779662048,7308.31758516508,7149.78109138393,7687.19643322519,7770.69883784016,8325.88214663427,8498.6998601243,8504.80065666726,8570.95582950675
Nauru,NRU,"Population, total",SP.POP.TOTL,10168,10130,10082,10059,10060,10049,10034,10020,10009,10016,10043,10098,10267,10517,10742,10954,11150,11324,11477,11587,11643,11709,11801,11875,11947
Nepal,NPL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,547.221082273632,564.28622920391,556.438454538796,570.28967363428,589.46992868617,603.190108570995,617.477638588722,633.226129136597,666.865095417138,692.400000816919,721.265221364302,742.617252662576,775.310578479839,801.039060847856,846.665541773599,875.543635474862,875.188943730855,951.857298563641,1021.91492204011,1077.11796498188,1031.53618783934,1062.7888430629,1113.55462341223,1136.42769313825,1179.81272768386
Nepal,NPL,"Population, total",SP.POP.TOTL,24546509,24946748,25328981,25688758,26016656,26309458,26565425,26788492,26990037,27173035,27341952,27464494,27534915,27589996,27672370,27823629,27955462,28011258,28079689,28414064,28966574,29475010,29715436,29694614,29651054
Netherlands,NLD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,40665.338169599,41297.3198832208,41135.4190736263,40981.8477039972,41663.1477772692,42411.3453838518,43841.1223404104,45445.522872349,46227.211156219,44304.4119317351,44659.272839058,45239.7318887962,44631.8745388789,44487.03063469,45042.0669545832,45793.8135434697,46655.0363382039,47670.1057253297,48463.0299739951,49254.0158854264,47086.5804192702,49780.8440526836,51777.5431588864,50960.7745021066,51178.5256968147
Netherlands,NLD,"Population, total",SP.POP.TOTL,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17877117,17993485
New Caledonia,NCL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30858.7237060533,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,223098,227707,232236,236678,240852,244381,247547,250725,253825,257250,261582,266543,271633,276822,281224,283168,283423,283546,283541,283606,284176,285214,287123,289870,292639
New Zealand,NZL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30853.807635459,31718.7628389095,32641.8202163485,33517.0893271345,34372.5891093868,35126.3341641095,35665.3533259784,36414.3173040299,35739.3584607571,35370.585185302,35489.7631519026,35957.523248516,36607.1493914827,37267.6586997514,38056.2646732554,38665.3723018158,39235.3695566636,39722.6068434219,40371.5456268118,40727.8822513384,39785.473128643,41490.1148198326,42965.2749754735,42573.2308423434,42408.2378731636
New Zealand,NZL,"Population, total",SP.POP.TOTL,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4970300,5072400,5084600,5081700,5200000,5287500
Nicaragua,NIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1458.37490084556,1482.31517247279,1475.48635411179,1494.95618752566,1555.87425694816,1601.48770707458,1644.37193565251,1703.20780299405,1736.65740610408,1655.72028962416,1704.37875049059,1786.62863418308,1876.1759720149,1941.45628552626,2006.64869646533,2074.45620634731,2140.14405941606,2209.63273423213,2107.3396261623,2019.91518620044,1950.19181218473,2128.30881395452,2175.73899144405,2241.12235476653,2290.47162505995
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5022633,5087825,5149909,5210963,5272912,5342105,5418855,5497243,5576593,5656601,5737450,5819051,5901287,5983845,6066492,6149417,6232666,6316231,6400080,6483657,6565267,6644741,6730654,6823613,6916140
Niger,NER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,392.898616941042,406.923493665264,412.123793192578,406.333757497876,393.398781453199,407.190931059924,415.852022114801,413.419126261066,429.195542798877,421.650901333136,441.079166112039,434.986264873953,463.066265496402,469.690214200878,482.74524741946,485.662574175279,495.017437216008,501.615305462902,519.546993483886,532.186024570389,533.194328910254,523.263179518652,566.797962983866,557.572652727864,595.151744559316
Niger,NER,"Population, total",SP.POP.TOTL,11509630,11920647,12349144,12796984,13265836,13756192,14268581,14803610,15361915,15943675,16548835,17176283,17836769,18519898,19215909,19939498,20685753,21435446,22188069,22947757,23717613,24502140,25311973,26159867,27032412
Nigeria,NGA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1421.67987952013,1465.45720342309,1644.39518877633,1717.2145111176,1824.80269456773,1889.25175325818,1949.15856804565,2020.83316299454,2098.28339220668,2204.6072560373,2315.46676509663,2370.97657091803,2403.65387896924,2495.34106573749,2583.6155695814,2585.73360671797,2481.81490350326,2441.71236404488,2431.77857832568,2431.53528472982,2228.68631422888,2206.66406250067,2254.29080416892,2280.91931156115,2324.64881202751
Nigeria,NGA,"Population, total",SP.POP.TOTL,126382494,129862595,133471989,137202644,141057045,145017253,149077334,153267261,157595014,162049464,166642886,171379598,176200625,181049443,185896915,190671878,195443700,200254579,204938755,209485641,213996181,218529286,223150896,227882945,232679478
North Macedonia,MKD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3283.37934095351,3169.32514368931,3240.11064526089,3307.92040834712,3473.76544811451,3657.56307699216,3866.74650622977,4140.63354809364,4392.5507164151,4405.20045750867,4582.36517512347,4711.13027870081,4708.05168535923,4863.68088666968,5053.75001236367,5262.68671928674,5429.94678358359,5510.81862920922,5698.39334484489,5961.58475399191,5743.72649424581,6064.92315120022,6250.62720952063,6423.99221393369,6628.84686594032
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2026350,2034882,2020157,2022725,2016186,2005330,1994287,1982933,1971493,1958782,1946298,1937398,1929821,1922716,1917557,1912430,1906313,1898657,1889051,1876262,1856124,1837114,1831712,1827816,1824359
Northern Mariana Islands,MNP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,24066.5361573445,24650.0405531909,24445.4618441919,21882.2927935415,20940.1619770428,20117.7037335229,18451.3905458787,15710.5807282039,16293.3059496259,15226.1308805108,15457.4258192247,16015.0349164338,16869.5270385638,17665.1007493109,23158.5744988538,28989.3470221339,23756.6075820248,21451.4401636511,15410.1186923944,16365.016735395,19461.8611129744,..,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,68356,67984,66778,65421,63938,62354,60682,58941,57150,55325,54091,53608,53234,52758,52178,51514,50773,49959,49077,48129,47528,46979,46078,45143,44278
Norway,NOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,67846.5968643534,68899.5268987833,69472.9836807311,69719.3122573679,72090.9862854901,73524.2549197612,74729.7365961068,76115.7066768285,75535.2118003041,73141.3073299889,72804.3956188398,72660.6754124944,73661.6785830334,73515.9144917472,74180.3238731011,74809.9658049898,75017.4944769055,76247.4116445341,76373.6474606092,76712.2871160349,75287.2059527598,77812.7115614383,79620.1635455079,78775.7495154943,79667.5272314776
Norway,NOR,"Population, total",SP.POP.TOTL,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,5408320,5457127,5519601,5572279
Oman,OMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19881.7364316776,20546.0554077598,20150.1131971413,19485.6441506077,19534.8601445269,19629.0451546015,20096.3965576134,20642.7489563377,22007.7338963517,22819.1977324647,22766.0503620721,20993.9079436935,19824.1215485946,19299.9400516869,18726.2026946971,18808.3077921839,18830.6057208608,18277.945563615,18269.6769435562,18089.586668488,17743.8858800477,18291.3387983888,18792.4460565306,17853.9645119949,17347.2911339051
Oman,OMN,"Population, total",SP.POP.TOTL,2282131,2310217,2337140,2363796,2404821,2459802,2514795,2570174,2626529,2684659,2757446,3076763,3547106,3833913,4002439,4184895,4390877,4537396,4597877,4591241,4522497,4500424,4730226,5049269,5281538
Pakistan,PAK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1049.54229686852,1057.86767778646,1059.04171024589,1090.27523993746,1146.99632842666,1201.23359367214,1243.94142602543,1265.35567539842,1258.05188934452,1269.07432116444,1256.69482201323,1261.83161907857,1275.48806898966,1309.70080446386,1343.30778121043,1380.47020838317,1452.18658269177,1495.26187528032,1561.68169819559,1573.8330826937,1526.00597486307,1595.02792175422,1642.28066974826,1610.33122837537,1634.56735260799
Pakistan,PAK,"Population, total",SP.POP.TOTL,154879127,159270907,163222549,167110248,171286000,175453212,179682690,184493231,189499113,194376534,199239047,203746065,207667125,211073978,214264647,217290883,220138869,223273967,226928892,230800899,235001746,239477801,243700667,247504495,251269164
Palau,PLW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12346.4680054398,13134.260646066,13647.052731145,13250.6865944432,13599.4436174869,13992.4700518965,14186.1538388023,14590.4803753503,14045.7297946023,13338.1300928439,13206.5122645,14123.1262308557,14609.8376964301,14331.3395472642,15015.0026129107,16154.0532152373,16343.5615050344,15841.6183886679,15642.8069323229,15600.1871093094,14532.9898440558,12612.2906184953,12820.3765209089,13128.1314312511,..
Palau,PLW,"Population, total",SP.POP.TOTL,19178,19352,19503,19659,19820,19819,19593,19302,19009,18709,18396,18078,17765,17648,17715,17770,17797,17812,17814,17798,17792,17783,17759,17727,17695
Panama,PAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6856.1491877083,6787.86265820271,6825.1774775292,7037.08164896629,7468.76593461799,7935.87134515908,8557.98017379308,9507.64640169959,10288.1549774225,10267.0633132424,10698.0717490512,11761.4988389067,12668.2945402358,13236.8306490828,13611.5490656071,14082.6548434996,14474.124340577,15045.545619615,15375.6434854475,15602.5420714581,12647.0826553801,14552.9401400295,15956.0653932059,16877.1508423953,17122.720655567
Panama,PAN,"Population, total",SP.POP.TOTL,3010369,3069537,3129344,3189807,3251155,3313026,3375024,3437490,3500648,3564381,3628535,3693505,3759256,3825329,3892101,3960035,4029086,4098707,4167860,4234700,4293261,4345405,4400773,4458759,4515577
Papua New Guinea,PNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1989.57882204274,1920.78003889393,1854.41831737462,1832.67870314447,1821.84741071002,1875.82273480514,1915.2349405788,2000.9726186689,1934.03201558753,2003.24109727039,2140.50939027384,2102.03192060639,2139.48096660428,2162.10592595591,2391.3578028163,2484.5963398603,2557.09463030035,2584.8883636271,2518.45899317321,2572.56177967896,2438.61137922293,2378.3716816549,2467.23488790877,2515.29070398356,2564.73748186493
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5537064,5728435,5924003,6123997,6328041,6535905,6747720,6963345,7183002,7406438,7633523,7859346,8081390,8302698,8523441,8743246,8961718,9178714,9394513,9609010,9815746,10012896,10203169,10389635,10576502
Paraguay,PRY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4074.48953320457,3972.88427866739,3916.44022308731,4035.71833919936,4151.34584799423,4193.28086525675,4349.31197066239,4540.38235899258,4788.66318778074,4727.59685811389,5191.05014254362,5342.19015717538,5230.26244858989,5583.12274473566,5794.47644689985,5879.33792308762,6041.95879367349,6243.1336313903,6354.2392005316,6243.53620897823,6109.19608100826,6278.11006663809,6218.19790694162,6449.23028812969,6640.83816613117
Paraguay,PRY,"Population, total",SP.POP.TOTL,5100868,5187689,5261328,5326436,5388175,5448097,5505148,5559386,5613574,5671236,5737971,5814626,5897008,5982445,6069811,6159103,6249126,6338660,6427382,6515058,6603739,6684182,6760464,6844146,6929153
Peru,PER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3286.27308475523,3261.6642505136,3398.74991419297,3502.79165687646,3640.60299869744,3835.13219279722,4091.36268615581,4407.79121686416,4778.52642172313,4801.17153740507,5167.39259325937,5453.45718713631,5740.04346272472,6021.46142765232,6103.91864749969,6231.71150338894,6392.25474941014,6457.41940254721,6593.14437459526,6626.26083494969,5831.83024758521,6547.84718181776,6667.51695632036,6568.0002779793,6711.19403272527
Peru,PER,"Population, total",SP.POP.TOTL,26598331,26964601,27288217,27580490,27852190,28101180,28324491,28530699,28719041,28896811,29086019,29304086,29550366,29817919,30115826,30457600,30866494,31324637,31897584,32449303,32838579,33155882,33475438,33845617,34217848
Philippines,PHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1793.34761146436,1807.70892524758,1837.25429286854,1892.82161995051,1978.34489133113,2037.8776605946,2110.42044781284,2209.34651083329,2264.9462907288,2256.72554835463,2373.14312064664,2416.75212064542,2533.74141964959,2654.41506933978,2776.92005909479,2909.85818010301,3076.3374186759,3247.4503878362,3410.93647976109,3575.88170922922,3198.66690008413,3350.97587587776,3577.70136573244,3744.69763802928,3925.3048697218
Philippines,PHL,"Population, total",SP.POP.TOTL,79625397,81401488,83068889,84731835,86394504,88015962,89508986,91075184,92699095,94384250,96337125,98248614,100175512,102076336,103767130,105312992,106735719,108119693,109465287,110804683,112081264,113100950,113964338,114891199,115843670
Poland,POL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7401.57697647848,7494.96089503246,7640.99307757777,7915.55424389704,8323.38773754587,8598.57681241557,9137.65850849801,9760.7042604352,10187.2017910883,10446.5289138524,10808.3975674238,11370.313427173,11542.2353368014,11628.2286809525,12093.1622787394,12637.5220324406,13026.1858988718,13695.6452848724,14551.0850277089,15221.3090624454,15090.2228440113,16368.6239689025,17303.64494323,17410.3830137066,18000.5034591285
Poland,POL,"Population, total",SP.POP.TOTL,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37515748,36981559,36821749,36687353,36559233
Portugal,PRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18822.0933092937,19053.089945659,19095.1102477398,18846.5411893632,19137.8370898949,19251.71450683,19529.3122100477,19979.5706280792,20014.4749330004,19371.1318876855,19698.6836791397,19389.6395896162,18679.7626789594,18597.7214623964,18836.8967978906,19215.7813014347,19662.82312462,20364.1962735946,20997.7745987013,21569.1874752919,19778.7139525722,20747.6990734163,22042.8680283647,22417.1615864385,22647.3791895579
Portugal,PRT,"Population, total",SP.POP.TOTL,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10297081,10361831,10434332,10578174,10694681
Puerto Rico (US),PRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,26131.9630643584,27722.3671872748,27940.3826219734,27937.8165922567,30375.7895758237,29815.216422231,29519.7386759729,29347.8460041613,28976.1310520159,28565.767919549,28569.5077088001,28706.0207514856,28968.6942131352,29115.3549161996,29141.2038639816,29242.041465085,29326.5748761873,29061.5563802711,28808.8518638025,29185.0969964707,28144.7223184239,28416.6231262223,29643.7408907829,30012.9242468103,30971.2620550191
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3724465,3693464,3661045,3631427,3585017,3535167,3480432,3410837,3290690,3302691,3281590,3262711,3220137,3203792,3203295
Qatar,QAT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,52234.3615212341,51633.898491151,52752.6445826427,52255.320560255,59990.23422872,60416.7101500199,64676.3189868053,61423.0131050382,61213.7206556875,60781.8017337781,72333.8027430124,81608.4080652473,80621.7554942834,76486.9151226864,71756.0265797248,68985.2433380102,67294.3517688172,64497.6242543737,64410.7171628721,63430.3717285437,57769.5836053284,65488.5460040395,64315.6355652952,65337.9507645329,62157.3751791848
Qatar,QAT,"Population, total",SP.POP.TOTL,644989,677925,711205,744682,773332,825408,972831,1208595,1426938,1608903,1616832,1624761,1722438,1916426,2151745,2344557,2477113,2545820,2580734,2638657,2794148,2504910,2657333,2656032,2857822
Romania,ROU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4569.31124324524,4875.30310600635,5248.54994632668,5410.30835796252,6008.64048461485,6328.09022324183,6876.77841417966,7483.97375820611,8318.00342795388,7924.87058070212,7660.70667630517,8044.57194920892,8234.28553425194,8287.95844089676,8661.47397274241,8977.01748158196,9286.87678236598,10106.2269557253,10714.1701157127,11197.3162915853,10854.049431887,11546.3224998072,12076.3033811896,12340.8170509969,12459.9112061891
Romania,ROU,"Population, total",SP.POP.TOTL,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250,19122059,19048502,19061062,19051804
Russian Federation,RUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5323.66650390625,5618.95556640625,5910.171875,6370.45361328125,6856.67822265625,7323.38525390625,7949.89697265625,8640.40625,9093.7001953125,8381.8681640625,8755.1201171875,9120.8203125,9464.0107421875,9601.537109375,9493.8125,9277.7138671875,9269.3193359375,9418.9140625,9674.787109375,9882.0244140625,9632.3251953125,10231.318359375,10119.0625,10562.0263671875,11043.259765625
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785348,142849468,143018195,143378447,143805638,144237223,144640716,145015460,145293260,145398106,145453291,145245148,144746762,144236933,143826130,143533851
Rwanda,RWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,333.355090143084,358.446058691452,400.270421264911,400.191620648726,418.780997277457,446.029809636404,474.364599463307,497.171622130545,538.325372065592,557.397804859216,583.371416419483,614.539650123021,651.852818665834,666.408788783175,690.610394944356,733.998629882494,759.606288155109,771.069237513582,817.578437300032,874.639658935978,826.391307701022,896.271033574985,948.413686948024,1004.33216650024,1070.45003770926
Rwanda,RWA,"Population, total",SP.POP.TOTL,8213931,8287094,8400180,8586875,8816844,9054528,9299246,9549933,9804269,10060432,10317553,10573733,10829901,11093340,11364757,11640022,11919183,12202060,12487996,12776103,13065837,13355260,13651030,13954471,14256567
Samoa,WSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2945.37217923198,3137.46403765812,3291.3424477268,3444.99857743289,3535.73813824914,3755.78242822467,3820.92239453139,3818.25503804332,3925.8743329936,3875.94291686166,4081.15535978003,4201.45663738908,4007.91092846814,3976.39289268132,3967.23730470679,4084.36083819933,4373.23792440391,4393.37316255965,4321.00518344962,4466.08075482035,4283.06392492734,4032.13733959294,4095.15868286688,4688.4631403154,4880.54418032056
Samoa,WSM,"Population, total",SP.POP.TOTL,181685,183166,184471,185430,186249,186978,187709,188753,190107,191513,193023,194713,196498,198268,200037,201782,203499,205415,207582,209780,211944,213779,215261,216663,218019
San Marino,SMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,55806.9219720449,58173.2936031775,57615.4100635074,59090.2331058555,58393.2236678918,59049.5774485922,60604.3508911242,62776.9461598748,61572.7435735639,52873.2681862909,49672.6977770842,46450.0251706982,42082.5554467713,42293.4870685544,42492.8509160139,43146.8240435428,43886.2146896896,43057.7784775102,42818.6962696679,43525.4225717352,40506.8521137898,46834.1395065822,51277.3460993917,51323.7972635865,..
San Marino,SMR,"Population, total",SP.POP.TOTL,26799,27143,27491,27843,29457,29836,30184,31211,31662,33066,33270,32620,33469,33041,32655,32897,33101,33825,34522,34663,34770,34252,33755,33860,33977
Sao Tome and Principe,STP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,959.938180991352,973.424252100436,982.32906557627,1036.86196260207,1047.05796134884,1089.14778798762,1157.0861446542,1170.51612474435,1214.14114724792,1225.60541902997,1216.3502521663,1214.96130276731,1225.6945255615,1263.70423995281,1301.32146445028,1298.10946596396,1342.533807689,1375.59403284199,1413.84348618541,1420.66008316091,1430.84119299096,1428.28676097975,1403.23356704678,1380.60169416257,1368.14347554019
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,144018,146375,149922,153814,157705,161639,165638,169700,173793,177853,181802,185649,189439,193148,196767,200291,203689,206970,210187,213392,217435,221961,226305,230871,235536
Saudi Arabia,SAU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,22247.8566987439,21193.0922894351,20025.4319998275,20765.9387688082,21545.894988606,21838.1915349374,21616.3355772516,21196.7926036633,21629.8405734551,20577.5453445336,21830.1424272816,23314.5576023168,23643.0358324647,23057.3494468535,23404.7306039825,23256.1549553531,22783.0328538685,23035.1199977707,24393.5188306638,24905.6697428558,22827.671935548,24922.6716948944,26706.917926066,25634.8237547841,24963.3322139095
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,16177722,17041397,17910910,18786767,19669480,20559890,21459144,22368313,23287877,24217654,23978487,25091867,26168861,27624004,28309273,29816382,30954198,30977355,30196281,30063799,31552510,30784383,32175224,33702731,35300280
Senegal,SEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1048.37474052363,1067.36886550595,1042.25509944289,1074.38578467686,1098.20064546027,1119.0505307548,1118.7830430051,1123.99862153285,1138.66883930214,1142.65317233964,1153.53431121583,1139.74447892639,1154.05677992367,1147.3859217191,1180.7987108505,1218.00613555438,1257.40906915928,1312.10932776049,1355.09610863712,1379.60875249861,1361.79143748646,1414.5395109385,1433.1991875241,1458.96642332589,1511.89280670234
Senegal,SEN,"Population, total",SP.POP.TOTL,9968260,10212942,10466214,10721176,10975704,11235472,11500094,11770344,12048959,12337389,12635413,12958897,13310495,13710849,14152102,14593331,15034521,15475002,15914498,16352922,16789219,17220867,17651103,18077573,18501984
Serbia,SRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3542.35365914848,3788.98233947399,4038.65251197442,4233.77644906089,4527.43498659451,4809.1384076488,5016.41289322251,5431.27887426624,5735.94772695749,5578.0119741931,5690.70327182682,5737.00120175811,5739.3075023532,5793.33614525565,5716.54047153506,5820.3215576888,6024.95754653784,6200.26118592152,6524.08029755191,6870.75810896296,6850.96742168834,7465.67601077148,7862.95387364846,8208.4786891507,8580.26105823259
Serbia,SRB,"Population, total",SP.POP.TOTL,7516346,7503433,7500031,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7236519,7201497,7166553,7131787,7095383,7058322,7020858,6982604,6945235,6899126,6834326,6664449,6623183,6586476
Seychelles,SYC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11703.7535246117,11427.9413083015,11218.2606464315,10677.9692081272,10412.0868936027,11297.3118190493,12105.4475265558,13112.8210098816,12473.2921769121,12116.3783687977,12313.5566919249,13843.7116081878,14135.0010570653,14050.3135581314,14395.6158118771,15333.1051727105,16962.6753972731,17921.5731976918,18628.1862276696,19481.6461053742,17048.361729788,17005.0422063679,15869.6738782504,16242.4365925219,16586.4074964781
Seychelles,SYC,"Population, total",SP.POP.TOTL,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,99258,119878,119773,121354
Sierra Leone,SLE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,727.240914632596,642.036645844304,766.788693742901,806.066489012144,829.759768928304,842.906030904902,859.824260714965,872.68836234614,882.54147817868,872.23959352481,902.769891411394,950.760763054593,1025.04366004502,1146.81973456475,1032.23789355905,964.575980888989,1002.77862282013,1010.54694071207,1015.6678297205,1046.96778078594,1010.25294614757,1045.7661615758,1077.08884538507,1113.86837500697,1137.29005673054
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4423611,4692716,4971435,5177687,5355717,5501712,5624466,5749352,5894722,6055646,6222714,6387251,6551080,6714051,6876385,7037655,7205328,7379299,7554563,7731991,7912558,8094602,8276807,8460512,8642022
Singapore,SGP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34890.0811365168,33597.8690808226,34598.8267483781,36709.7965038255,39856.6356222613,41798.4880834671,44159.4101820552,46178.8139470199,44601.5799302699,43331.8746638962,48752.0515441859,50713.5326393594,51679.352717333,53298.9728558286,54681.9336458253,55645.6068614606,56986.7853102911,59485.3015873921,61250.3476672302,61345.5291820062,59189.70385743,67731.2610711717,68218.805333562,66167.3596303607,67706.8336149739
Singapore,SGP,"Population, total",SP.POP.TOTL,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,5453566,5637022,5917648,6036860
Sint Maarten (Dutch part),SXM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,37548.9474627441,38403.0705201664,39615.1371367338,39298.9873567827,38889.7715088035,38623.1999405819,37839.6283815163,37428.7027557069,33945.4185182499,31047.7241050626,33877.976645467,28920.3773007159,29834.6350068383,33523.6038330075,34300.9634216479,34840.1808966872
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,30773,30726,30960,31327,31690,32057,32428,32791,33145,33491,33794,34267,35023,35854,36672,37471,38249,38996,39712,40385,41008,41571,42139,42749,43350
Slovak Republic,SVK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8997.21199594319,9277.35808851002,9690.68468262889,10168.02256533,10718.2101858841,11412.1593630008,12430.2015488557,13770.9602691527,14497.1114407172,13680.7537106597,14596.1477776887,14950.8735178599,15159.6570420004,15249.8824513785,15647.6491763517,16442.0760860018,16740.7413996428,17195.2888721963,17869.0149173679,18250.9802475637,17763.8563847352,18808.4540496595,18964.8298400624,19383.3732009401,19776.1758069498
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,5447247,5431752,5426740,5422069
Slovenia,SVN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16146.1216848394,16576.7158840406,17099.658209132,17635.3608581831,18425.2601213581,19102.2776603905,20166.5323431214,21485.780992381,22175.2369557321,20307.6188322273,20444.1201295876,20535.4155754108,19894.8697964548,19704.2186005128,20228.7081986391,20697.2748530619,21309.7122138949,22397.7634988337,23293.966665323,23943.1800949889,22811.8050540778,24665.4410464026,25275.715967757,25773.9015835069,26134.627203987
